IMAGE_DIC,NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),당알콜(g),에리스리톨(g),총 식이섬유(g),총 식이섬유(mg),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(g),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),레티놀A효능,비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 D1(㎍),비타민 E(㎎),비타민 E(㎎ α-TE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),나이아신(NE)(㎎ NE),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산 - 천연 엽산(㎍),엽산 - 합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(g),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),팔미트산(16:0)(%),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n-9))(g),올레산(18:1(n-9))(㎎),올레산(18:1(n-9))(%),박센산(18:1(n-7))(g),박센산(18:1(n-7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),가돌레산(20:1)(%),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n-6)c)(g),리놀레산(18:2(n-6)c)(㎎),리놀레산(18:2(n-6)c)(%),알파 리놀렌산(18:3(n-3))(g),알파 리놀렌산(18:3(n-3))(㎎),리놀렌산(18:3(n-3)(%),감마 리놀렌산(18:3(n-6))(g),감마 리놀렌산(18:3(n-6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n-6))(g),에이코사디에노산(20:2(n-6))(㎎),에이코사트리에노산(20:3(n-3))(㎎),에이코사트리에노산(20:3(n-6))(g),에이코사트리에노산(20:3(n-6))(㎎),아라키돈산(20:4(n-6))(g),아라키돈산(20:4(n-6))(㎎),아라키돈산(20:4(n-6))(%),에이코사테트라에노산(20:4(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(g),에이코사펜타에노산(20:5(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-3))(㎎),도코사펜타에노산(22:5(n-3))(%),도코사헥사에노산(22:6(n-3))(g),도코사헥사에노산(22:6(n-3))(㎎),도코사헥사에노산(22:6(n-3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 올레산(18:1(n-9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀렌산(18:3t)(g),트랜스 리놀렌산(18:3t)(㎎),트랜스 리놀렌산(18:3t)(%),냉산가용성물질(㎎),총 불포화지방산(g),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관
11011006,471,R000487-ZZ-AVG,R000487,농축산물,품목대표,도토리묵,2020,전국(대표),평균,농축산물,견과류 및 종실류,100,g,-,-,47,-,88.1,-,0.33,0.11,-,11.23,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,0.23,-,3,3,-,12,76,0.23,0.014,-,0.235,-,1.89,0,0,-,-,-,0,4,-,0,0,0,-,0.42,-,0.13,0,0.29,0,0,0,0,0,-,-,-,0,0,0,0.047,-,0,-,0.06,-,0.06,-,0.032,0.028,0.179,-,0.014,-,0.007,0,7,7,0,-,0,-,0,-,-,-,259,136,10,18,14,5,14,21,0,15,13,26,123,3,0,20,25,32,17,14,12,0,-,-,-,-,-,-,0,0.1,0.03,0.03,-,-,0,-,0,-,0,-,0.58,-,0.86,-,0,-,0,-,0,-,21.16,-,0,-,3.16,-,-,0.53,-,0,0.58,0,0,0.05,-,-,0,-,-,1.1,-,0,-,42.88,-,-,1.03,-,0.67,-,0,-,0,0.03,-,-,24.06,-,-,3,-,-,0,-,-,0,0,-,0,-,0,-,-,-,0,-,0,-,0,-,-,0,-,-,0,0.02,0,-,0,-,0,-,0,-,-,-,0.2,0.19,0,-,-,-,농진청('18),국립농업과학원
11011007,58684,D018349-ZZ-AVG,D018349,음식,품목대표,마늘쫑무침,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,30,g,-,-,31.92,-,23.42,-,0.82,1.48,-,3.83,2.24,1.01,0.55,0.68,0.00,0.00,-,-,-,1.78,-,-,-,-,-,-,13.23,0.18,-,6.96,17.11,-,72.39,93.82,0.13,0.03,-,0.07,-,1.87,-,-,-,-,-,0.00,210.65,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,1.06,0.01,-,-,-,-,0.60,-,0.03,-,0.55,-,-,-,-,-,-,-,-,-,-,-,41.35,-,-,-,0.00,-,1.39,-,-,-,645.98,-,25.78,43.62,34.05,4.68,31.29,28.05,-,35.82,9.17,44.70,-,15.95,14.46,37.08,75.86,146.78,27.72,33.10,37.87,-,-,-,-,-,-,-,0.00,-,-,0.19,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.12,-,-,-,0.06,-,-,0.01,-,-,-,-,-,-,-,-,0.00,-,-,0.00,-,-,-,0.42,-,-,0.01,-,0.00,-,-,-,-,-,-,-,0.53,-,-,0.02,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.01,0.00,-,0.00,-,0.00,-,-,-,-,-,0.46,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11011008,58686,D018351-ZZ-AVG,D018351,음식,품목대표,무생채,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,150,g,-,-,73.54,-,128.84,-,3.64,1.67,-,10.99,2.67,0.07,1.69,0.71,0.00,0.21,-,-,-,7.34,-,-,-,-,-,-,153.45,0.79,-,78.20,85.51,-,389.07,1232.22,0.62,0.16,-,0.3,-,26.91,-,-,-,-,-,0.00,194.69,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,1.91,0.00,-,-,-,-,0.12,-,0.06,-,0.87,-,-,-,-,-,-,-,-,-,-,-,19.94,-,-,-,0.12,-,0.83,-,-,-,3125.23,-,136.32,200.14,164.96,0.00,110.77,153.64,-,139.31,120.30,357.26,-,159.21,31.52,187.54,338.13,685.19,111.86,56.04,173.04,-,-,-,-,-,-,-,12.13,-,-,0.24,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.17,-,-,-,0.07,-,-,0.01,-,-,-,-,-,-,-,-,0.00,-,-,0.01,-,-,-,0.44,-,-,0.02,-,0.00,-,-,-,-,-,-,-,0.65,-,-,0.03,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.01,-,-,-,0.00,-,-,0.01,-,-,-,-,-,0.03,0.01,-,0.02,-,0.00,-,-,-,-,-,4.86,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11011009,754,R000774-ZZ-AVG,R000774,농축산물,품목대표,무말랭이,2019,전국(대표),평균,농축산물,채소류,100,g,-,-,136,-,63.2,-,3.3,1,-,28.5,-,-,-,-,-,-,-,-,-,7.8,-,-,-,-,-,-,101,18.1,-,-,63,-,379,1282,-,-,-,-,-,-,-,-,-,-,-,0,909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23,-,0.15,-,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,4.1,-,-,-,-,식약처('11),국립농업과학원
11011010,58701,D018366-ZZ-AVG,D018366,음식,품목대표,오이생채,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,50,g,-,-,34.53,-,42.37,-,0.89,1.45,-,4.48,4.02,0.00,2.02,1.43,0.00,0.57,-,-,-,0.84,-,-,-,-,-,-,15.44,0.23,-,11.31,26.09,-,127.20,236.93,0.17,0.04,-,0.11,-,4.90,-,-,-,-,-,0.00,149.59,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.69,0.01,-,-,-,-,0.01,-,0.03,-,0.31,-,-,-,-,-,-,-,-,-,-,-,10.68,-,-,-,0.00,-,0.29,-,-,-,737.86,-,26.16,49.39,30.36,7.28,35.20,29.12,-,36.96,13.60,77.33,-,23.15,0.00,39.06,79.04,180.70,32.60,38.54,39.39,-,-,-,-,-,-,-,0.00,-,-,0.07,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.05,-,-,-,0.02,-,-,0.00,-,-,-,-,-,-,-,-,0.00,-,-,0.00,-,-,-,0.10,-,-,0.00,-,0.00,-,-,-,-,-,-,-,0.16,-,-,0.01,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.00,0.00,-,0.00,-,0.00,-,-,-,-,-,0.81,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11011011,58712,D018377-ZZ-AVG,D018377,음식,품목대표,파무침,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,150,g,-,-,105.95,-,126.15,-,3.38,4.22,-,13.62,12.03,0.49,5.51,6.02,0.00,0.00,-,-,-,5.28,-,-,-,-,-,-,70.22,0.86,-,42.25,69.19,-,383.24,635.69,0.43,0.1,-,0.37,-,5.52,-,-,-,-,-,0.00,554.87,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2.58,0.01,-,-,-,-,0.00,-,0.12,-,0.15,-,-,-,-,-,-,-,-,-,-,-,45.24,-,-,-,0.00,-,0.79,-,-,-,2638.91,-,100.84,178.88,161.62,31.97,115.68,102.60,-,131.30,38.05,178.10,-,101.43,0.00,179.45,327.92,584.20,117.27,134.24,155.36,-,-,-,-,-,-,-,9.38,-,-,0.46,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.31,-,-,-,0.14,-,-,0.02,-,-,-,-,-,-,-,-,0.00,-,-,0.01,-,-,-,0.95,-,-,0.03,-,0.01,-,-,-,-,-,-,-,1.22,-,-,0.05,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.01,0.00,-,0.01,-,0.00,-,-,-,-,-,2.63,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11012001,58693,D018358-ZZ-AVG,D018358,음식,품목대표,상추겉절이,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,100,g,-,-,61.14,-,87.10,-,2.36,3.41,-,5.26,2.98,1.33,0.82,0.83,0.00,0.00,-,-,-,3.39,-,-,-,-,-,-,67.59,0.66,-,40.50,55.48,-,448.67,431.14,0.31,0.11,-,0.25,-,3.22,-,-,-,-,-,0.00,1000.08,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,3.93,0.01,-,-,-,-,0.00,-,0.12,-,0.69,-,-,-,-,-,-,-,-,-,-,-,18.57,-,-,-,0.00,-,0.13,-,-,-,1700.78,-,77.13,135.04,98.20,21.13,94.61,78.50,-,100.16,28.50,133.28,-,49.07,6.48,100.20,223.51,292.15,75.67,103.62,83.54,-,-,-,-,-,-,-,5.80,-,-,0.38,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.25,-,-,-,0.11,-,-,0.01,-,-,-,-,-,-,-,-,0.00,-,-,0.01,-,-,-,0.72,-,-,0.02,-,0.00,-,-,-,-,-,-,-,1.01,-,-,0.08,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.02,0.01,-,0.01,-,0.00,-,-,-,-,-,1.88,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11012002,51656,D000195-ZZ-AVG,D000195,음식,품목대표,쑥갓나물무침,2019,전국(대표),평균,생채및 무침류,나물.채소류무침,150,g,-,-,96,-,130.3,-,4.5,5.7,-,6.6,0.3,0,0.1,0.2,0,0,-,-,-,5.8,-,-,-,-,-,-,156.07,-,1.32,48.81,87.91,-,384.37,709.99,0.67,0.2,-,0.47,-,5.95,-,-,-,-,-,0,4411.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.46,0,-,-,-,-,0.09,-,0.12,-,1.99,-,-,-,-,-,-,-,-,-,-,-,60.78,-,-,-,0,-,0.49,-,-,-,-,-,136.36,311.99,245.36,22.46,189.38,179.15,-,180.55,83.98,277.07,-,124.31,44.77,227.71,429.68,700.33,206.71,223.73,191.39,-,-,-,-,-,-,-,0.05,-,-,0.7,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.5,-,-,-,0.2,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1.4,-,-,0,-,0,-,-,-,-,-,-,-,1.9,-,-,0.5,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,2.9,-,-,-,-,식약처('15) 제3권,식품의약품안전처
11012003,51659,D000201-ZZ-AVG,D000201,음식,품목대표,청포묵무침,2019,전국(대표),평균,생채및 무침류,기타 생채.무침류,250,g,-,-,149,-,217.1,-,2.9,5.2,-,22.7,1.8,0,0.5,0.7,0,0.5,-,-,-,4,-,-,-,-,-,-,33.12,-,0.61,18.48,49.15,-,126.15,724.02,0.36,0.05,-,0.14,-,18.98,-,-,-,-,-,1.88,466.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.96,0.01,-,-,-,-,0.05,-,0.05,-,0,-,-,-,-,-,-,-,-,-,-,-,26.19,-,-,-,0.05,-,2.73,-,-,-,-,-,80.51,160.76,142.13,38.53,99.03,91.69,-,109.07,45.2,163.18,-,62.07,27.2,139.37,254.99,492.71,95.1,87.17,124.38,-,-,-,-,-,-,-,0,-,-,0.8,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.5,-,-,-,0.2,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,1.5,-,-,0.1,-,0,-,-,-,-,-,-,-,1.7,-,-,0.3,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,2.2,-,-,-,-,식약처('15) 제3권,식품의약품안전처
11012004,51600,D000085-ZZ-AVG,D000085,음식,품목대표,해파리냉채,2019,전국(대표),평균,생채및 무침류,어패류무침,150,g,-,-,91,-,127.1,-,6.2,1.4,-,13.4,11.4,2.8,4.1,4.4,0,0.1,-,-,-,2.1,-,-,-,-,-,-,44.36,-,0.84,16.8,74.66,-,113.4,508.77,0.44,0.11,-,0.09,-,0.02,-,-,-,-,-,2.42,85.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.56,0.32,-,-,-,-,0.1,-,0.04,-,0.13,-,-,-,-,-,-,-,-,-,-,-,11.78,-,-,-,0.34,-,0.09,-,-,-,-,-,204.4,331.34,353.72,99.87,178.5,288.76,-,287.27,83.56,433.64,-,120.84,40.57,389.42,568.17,1032.9,709.37,328.93,256.84,-,-,-,-,-,-,-,40.33,-,-,0.3,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.2,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0.4,-,-,0,-,0,-,-,-,-,-,-,-,0.3,-,-,0,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,2,-,-,-,-,식약처('17) 제5권,식품의약품안전처
11013001,58462,D018127-ZZ-AVG,D018127,음식,품목대표,가지나물무침,2020,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,17.95,-,45.89,-,0.71,0.75,-,2.09,1.17,0.08,0.52,0.56,0.00,0.00,-,-,-,1.33,-,-,-,-,-,-,11.60,0.12,-,8.39,22.54,-,111.17,137.08,0.1,0.02,-,0.08,-,0.56,-,-,-,-,-,0.00,61.85,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.34,0.01,-,-,-,-,0.00,-,0.03,-,0.33,-,-,-,-,-,-,-,-,-,-,-,5.51,-,-,-,0.00,-,0.40,-,-,-,505.55,-,22.00,37.80,31.15,5.24,24.67,21.01,-,29.99,9.22,39.23,-,14.95,0.77,27.32,54.40,112.39,19.38,30.18,25.88,-,-,-,-,-,-,-,0.00,-,-,0.11,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.07,-,-,-,0.04,-,-,0.00,-,-,-,-,-,-,-,-,0.00,-,-,0.00,-,-,-,0.25,-,-,0.01,-,0.00,-,-,-,-,-,-,-,0.30,-,-,0.01,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.00,0.00,-,0.00,-,0.00,-,-,-,-,-,0.56,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11013002,58465,D018130-ZZ-AVG,D018130,음식,품목대표,고사리나물,2020,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,44.97,-,41.46,-,1.89,2.76,-,3.14,0.25,0.00,0.17,0.09,0.00,0.00,-,-,-,2.82,-,-,-,-,-,-,34.83,0.58,-,17.93,31.65,-,45.14,220.71,0.38,0.11,-,0.14,-,0.00,-,-,-,-,-,0.00,16.56,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,1.58,0.01,-,-,-,-,0.00,-,0.03,-,0.03,-,-,-,-,-,-,-,-,-,-,-,5.12,-,-,-,0.00,-,0.00,-,-,-,1585.17,-,76.62,148.14,101.89,22.31,87.64,83.14,-,101.40,30.44,97.57,-,56.06,6.98,97.80,156.31,257.09,81.62,83.75,96.41,-,-,-,-,-,-,-,0.00,-,-,0.35,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.24,-,-,-,0.09,-,-,0.01,-,-,-,-,-,-,-,-,0.00,-,-,0.00,-,-,-,0.57,-,-,0.03,-,0.00,-,-,-,-,-,-,-,1.01,-,-,0.08,-,-,0.01,-,-,0.00,-,-,0.00,-,0.02,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.01,0.00,-,0.01,-,0.00,-,-,-,-,-,0.75,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11013003,58469,D018134-ZZ-AVG,D018134,음식,품목대표,도라지나물,2020,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,65.04,-,37.70,-,1.24,3.76,-,6.56,0.45,0.17,0.09,0.19,0.00,0.00,-,-,-,2.44,-,-,-,-,-,-,23.76,0.22,-,19.43,26.54,-,67.55,205.51,0.15,0.06,-,0.07,-,0.00,-,-,-,-,-,0.00,3.24,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2.57,0.01,-,-,-,-,0.00,-,0.02,-,0.08,-,-,-,-,-,-,-,-,-,-,-,5.40,-,-,-,0.00,-,0.00,-,-,-,807.78,-,19.31,33.05,23.52,4.37,22.37,27.90,-,27.71,13.02,228.90,-,15.57,0.00,28.22,57.83,235.32,18.61,20.62,31.48,-,-,-,-,-,-,-,0.00,-,-,0.50,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.34,-,-,-,0.14,-,-,0.01,-,-,-,-,-,-,-,-,0.00,-,-,0.00,-,-,-,0.86,-,-,0.04,-,0.01,-,-,-,-,-,-,-,1.63,-,-,0.13,-,-,0.01,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.02,0.00,-,0.02,-,0.00,-,-,-,-,-,0.74,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11013004,58471,D018136-ZZ-AVG,D018136,음식,품목대표,무나물,2020,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,10.56,-,46.97,-,0.31,0.23,-,1.82,1.65,0.00,0.75,0.90,0.00,0.00,-,-,-,0.82,-,-,-,-,-,-,12.32,0.03,-,4.75,5.44,-,94.17,176.09,0.09,0.0,-,0.13,-,0.52,-,-,-,-,-,0.00,0.00,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.03,0.00,-,-,-,-,0.07,-,0.01,-,0.03,-,-,-,-,-,-,-,-,-,-,-,7.62,-,-,-,0.00,-,0.12,-,-,-,248.93,-,22.90,0.00,17.45,0.00,7.89,19.72,-,19.39,18.31,0.00,-,0.00,0.00,13.02,28.84,77.24,3.25,0.00,20.92,-,-,-,-,-,-,-,0.00,-,-,0.02,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.01,-,-,-,0.00,-,-,0.00,-,-,-,-,-,-,-,-,0.00,-,-,0.01,-,-,-,0.01,-,-,0.00,-,0.00,-,-,-,-,-,-,-,0.01,-,-,0.01,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.00,0.00,-,0.00,-,0.00,-,-,-,-,-,0.67,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
11013005,51603,D000105-ZZ-AVG,D000105,음식,품목대표,미나리나물,2019,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,29.5335046752114,-,44.15618,-,1.01649510669399,1.8334,-,2.24173106210887,0,0,0,0,0,0,-,-,-,1.76569621091683,-,-,-,-,-,-,38.8410076405582,-,0.280429100670775,11.96,27.4493393424026,-,119.159670319174,150.329509620491,0.14,0.03,-,0.48,-,2.53,-,-,-,-,-,0,894.385998540449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.35,0.03,-,-,-,-,0,-,0.034765454262707,-,0,-,-,-,-,-,-,-,-,-,-,-,24.2,-,-,-,0,-,0,-,-,-,-,-,34.02,79.73,65.42,10.43,39.88,43.13,-,51.97,19.33,52.4,-,34.83,6.7,57.34,163.2,216.33,8.18,39.94,46.99,-,-,-,-,-,-,-,0,-,-,0.251852665753917,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.2,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0.5,-,-,0,-,0.1,-,-,-,-,-,-,-,0.7,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.0105383444030714,0,-,0,-,0,-,-,-,-,-,0.752193831197136,-,-,-,-,식약처('14) 명절,식품의약품안전처
11013006,58475,D018140-ZZ-AVG,D018140,음식,품목대표,숙주나물,2020,전국(대표),평균,숙채류,나물.숙채류,50,g,-,-,17.50,-,45.97,-,1.11,0.79,-,1.48,0.79,0.00,0.35,0.44,0.00,0.00,-,-,-,0.84,-,-,-,-,-,-,7.49,0.18,-,8.36,17.79,-,39.77,201.52,0.08,0.09,-,0.04,-,0.91,-,-,-,-,-,0.00,10.92,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,0.37,0.00,-,-,-,-,0.01,-,0.03,-,0.00,-,-,-,-,-,-,-,-,-,-,-,11.57,-,-,-,0.00,-,0.53,-,-,-,892.00,-,43.34,63.92,51.08,7.81,60.11,38.01,-,61.36,24.07,81.43,-,33.91,0.00,35.94,195.90,96.11,25.33,34.34,39.33,-,-,-,-,-,-,-,0.00,-,-,0.06,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.04,-,-,-,0.02,-,-,0.00,-,-,-,-,-,-,-,-,0.00,-,-,0.00,-,-,-,0.12,-,-,0.00,-,0.00,-,-,-,-,-,-,-,0.16,-,-,0.02,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.00,0.00,-,0.00,-,0.00,-,-,-,-,-,0.65,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
